idx,검색어,,,,
4541,Mentha Piperita Oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,"향료, 피부컨디셔닝제",
4542,Glutathione,글루타티온,Glutathione,"착향제, 환원제",
4543,Jasminum Officinale Extract,커먼자스민추출물,Jasminum Officinale (Jasmine) Extract,피부컨디셔닝제(기타),
4544,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
4545,Hydrastis Canadensis Extract,골든실추출물,Hydrastis Canadensis (Goldenseal) Extract,피부컨디셔닝제(기타),
4546,Olea Europaea Fruit Oil,올리브오일,Olea Europaea (Olive) Fruit Oil,착향제 피부컨디셔닝제(수분차단제),
4547,Simmondsia Chinensis Seed Oil,호호바씨오일,Simmondsia Chinensis (Jojoba) Seed Oil,"헤어컨디셔닝제, 피부컨디셔닝제(수분차단제)",
4548,Humulus Lupulus Extract,호프추출물,Humulus Lupulus (Hops) Extract,"착향제, 피부컨디셔닝제(기타)",
4549,Lavandula Angustifolia Oil,라벤더오일,Lavandula Angustifolia (Lavender) Oil,"착향제, 피부컨디셔닝제(기타)",
4550,Olea Europaea Fruit Oil,올리브오일,Olea Europaea (Olive) Fruit Oil,착향제 피부컨디셔닝제(수분차단제),
4551,Melaleuca Alternifolia Leaf Oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,"산화방지제, 향료",
4552,,,,,
4553,Hydrolyzed Silk,하이드롤라이즈드실크,Hydrolyzed Silk,"모발컨디셔닝제, 피부컨디셔닝제",
4554,Melaleuca Alternifolia Leaf Oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,"산화방지제, 향료",
4555,Macadamia Ternifolia Seed Oil,마카다미아씨오일,Macadamia Ternifolia Seed Oil,피부컨디셔닝제(수분차단제),
4556,,,,,
4557,Paraffin,파라핀,Paraffin,"향료, 수분증발차단제, 점증제-비수용성",
4558,Persea Gratissima Oil,아보카도오일,Persea Gratissima (Avocado) Oil,피부컨디셔닝제(수분차단제),
4559,Prunus Amygdalus Dulcis Oil,스위트아몬드오일,Prunus Amygdalus Dulcis (Sweet Almond) Oil,"향료, 피부컨디셔닝제, 수분증발차단제",
4560,Potassium Sorbate,포타슘솔베이트,Potassium Sorbate,"착향제, 살균보존제",
4561,PPG-1 Trideceth-6,피피지-1트라이데세스-6,PPG-1 Trideceth-6,"피부컨디셔닝제(유연제), 계면활성제(유화제)",
4562,PVP,피브이피,PVP,"결합제, 유화안정제, 피막형성제, 모발고정제, 현탁화제-비계면활성제",
4563,,,,,
4564,,,,,
4565,Polymethoxy Bicyclic Oxazolidine,폴리메톡시바이사이클릭옥사졸리딘,Polymethoxy Bicyclic Oxazolidine,살균보존제,
4566,Polyquaternium-10,폴리쿼터늄-10,Polyquaternium-10,"정전기방지제, 피막형성제, 모발고정제",
4567,,,,,
4568,Mentha Piperita Oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,"향료, 피부컨디셔닝제",
4569,Melaleuca Alternifolia Leaf Oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,"산화방지제, 향료",
4570,PEG-7 Glyceryl Cocoate,피이지-7글리세릴코코에이트,PEG-7 Glyceryl Cocoate,"피부유연화제, 계면활성제-유화제",
4571,Hydrolyzed Silk,하이드롤라이즈드실크,Hydrolyzed Silk,"모발컨디셔닝제, 피부컨디셔닝제",
4572,,,,,
4573,,,,,
4574,Propolis Extract,프로폴리스추출물,Propolis Extract,피부컨디셔닝제,
4575,Lauramine Oxide,라우라민옥사이드,Lauramine Oxide,"착향제, 헤어컨디셔닝제, 계면활성제(세정제), 계면활성제(거품촉진제), 계면활성제(친수제)",
4576,Hydrolyzed Collagen,하이드롤라이즈드콜라겐,Hydrolyzed Collagen,"모발컨디셔닝제, 손톱컨디셔닝제, 피부컨디셔닝제",
4577,Lauryl Betaine,라우릴베타인,Lauryl Betaine,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제), 계면활성제(거품촉진제), 점도증가제(수성)",
4578,Hydrolyzed Collagen,하이드롤라이즈드콜라겐,Hydrolyzed Collagen,"모발컨디셔닝제, 손톱컨디셔닝제, 피부컨디셔닝제",
4579,Oenothera Biennis Oil,달맞이꽃오일,Oenothera Biennis (Evening Primrose) Oil,피부컨디셔닝제,
4580,Kaolin,카올린,Kaolin,"스크럽제, 흡수제, 안티케이킹제, 벌킹제, 불투명화제, 피부보호제, 미끄럼개선제",
4581,Prunus Amygdalus Dulcis Oil,스위트아몬드오일,Prunus Amygdalus Dulcis (Sweet Almond) Oil,"향료, 피부컨디셔닝제, 수분증발차단제",
4582,,,,,
4583,Ricinus Communis Seed Oil,피마자씨오일,Ricinus Communis (Castor) Seed Oil,"착향제, 피부컨디셔닝제(수분차단제)",
4584,Phenoxyethanol,페녹시에탄올,Phenoxyethanol,"착향제, 보존제",
4585,Isopropyl Alcohol,아이소프로필알코올,Isopropyl Alcohol,"기포방지제, 착향제, 용제, 점도감소제",
4586,,,,,
4587,Paraffin,파라핀,Paraffin,"향료, 수분증발차단제, 점증제-비수용성",
4588,,,,,
4589,Lanolin,라놀린,Lanolin,"유화안정제, 헤어컨디셔닝제, 피부보호제, 피부컨디셔닝제(유연제), 계면활성제(유화제)",
4590,Petrolatum,페트롤라툼,Petrolatum,"모발컨디셔닝제, 수분증발차단제, 피부보호제",
4591,Ozokerite,오조케라이트,Ozokerite,"결합제, 유화안정제, 점증제-비수용성",
4592,Propylene Glycol,프로필렌글라이콜,Propylene Glycol,"착향제, 보습제, 피부보습제, 피부컨디셔닝제, 용제, 점도감소제",
4593,PEG-40 Hydrogenated Castor Oil,피이지-40하이드로제네이티드캐스터오일,PEG-40 Hydrogenated Castor Oil,"향료, 계면활성제-유화제, 계면활성제-용해보조제",
4594,Hydrolyzed Keratin,하이드롤라이즈드케라틴,Hydrolyzed Keratin,"모발컨디셔닝제, 손톱컨디셔닝제, 피부컨디셔닝제",
4595,Laureth-4,라우레스-4,Laureth-4,계면활성제(유화제),
4596,Linum Usitatissimum Seed Extract,아마씨추출물,Linum Usitatissimum (Linseed) Seed Extract,피부컨디셔닝제(기타),
4597,Phenyl Trimethicone,페닐트라이메티콘,Phenyl Trimethicone,"기포방지제, 모발컨디셔닝제, 수분증발차단제",
4598,Linum Usitatissimum Seed Oil,아마씨오일,Linum Usitatissimum (Linseed) Seed Oil,"착향제, 피부컨디셔닝제(기타), 피부컨디셔닝제(수분차단제)",
4599,Polyquaternium-11,폴리쿼터늄-11,Polyquaternium-11,"정전기방지제, 피막형성제, 모발고정제",
4600,Microcrystalline Cellulose,마이크로크리스탈린셀룰로오스,Microcrystalline Cellulose,"연마제, 흡수제, 안티케이킹제, 벌킹제(증량제), 유화안정제, 미끄럼조정제/활택제, 점도증가제(수성)",
4601,PEG-150,피이지-150,PEG-150,"결합제, 보습제, 용제",
4602,Magnesium Laureth Sulfate,마그네슘라우레스설페이트,Magnesium Laureth Sulfate,계면활성제(세정제),
4603,Propolis Extract,프로폴리스추출물,Propolis Extract,피부컨디셔닝제,
4604,Lauryl Glucoside,라우릴글루코사이드,Lauryl Glucoside,계면활성제(세정제),
4605,Limonene,리모넨,Limonene,"착향제, 용제",
4606,,,,,
4607,,,,,
4608,Hydrolyzed Milk Protein,하이드롤라이즈드우유단백질,Hydrolyzed Milk Protein,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4609,Hydrolyzed Rice Protein,하이드롤라이즈드쌀단백질,Hydrolyzed Rice Protein,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4610,Polyquaternium-37,폴리쿼터늄-37,Polyquaternium-37,"정전기방지제, 피막형성제, 모발고정제",
4611,Dicaprylyl Carbonate,다이카프릴릴카보네이트,Dicaprylyl Carbonate,피부컨디셔닝제(유연제),
4612,Dipalmitoylethyl Hydroxyethylmonium Methosulfate,다이팔미토일에틸하이드록시에틸모늄메토설페이트,Dipalmitoylethyl Hydroxyethylmonium Methosulfate,"정전기방지제, 헤어컨디셔닝제",
4613,Moringa Oleifera Seed Extract,드럼스틱씨추출물,Moringa Oleifera Seed Extract,피부컨디셔닝제(기타),
4614,Lauryl Betaine,라우릴베타인,Lauryl Betaine,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제), 계면활성제(거품촉진제), 점도증가제(수성)",
4615,Macadamia Ternifolia Seed Oil,마카다미아씨오일,Macadamia Ternifolia Seed Oil,피부컨디셔닝제(수분차단제),
4616,,,,,
4617,Mangifera Indica Fruit Extract,망고추출물,Mangifera Indica (Mango) Fruit Extract,피부컨디셔닝제(기타),
4618,Glutathione,글루타티온,Glutathione,"착향제, 환원제",
4619,Keratin,케라틴,Keratin,"모발컨디셔닝제, 피부컨디셔닝제",
4620,Rosa Canina Fruit Extract,로즈힙열매추출물,Rosa Canina Fruit Extract,피부컨디셔닝제(기타),
4621,Avena Sativa Kernel Protein,귀리커넬단백질,Avena Sativa (Oat) Kernel Protein,"피막형성제, 헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4622,Keratin,케라틴,Keratin,"모발컨디셔닝제, 피부컨디셔닝제",
4623,Hydrolyzed Oat Protein,하이드롤라이즈드귀리단백질,Hydrolyzed Oat Protein,"모발컨디셔닝제, 피부컨디셔닝",
4624,,,,,
4625,,,,,
4626,Melaleuca Alternifolia Leaf Oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,"산화방지제, 향료",
4627,Polysorbate 20,폴리솔베이트20,Polysorbate 20,"착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
4628,Retinyl Palmitate,레티닐팔미테이트,Retinyl Palmitate,피부컨디셔닝제(기타),
4629,Hydrolyzed Wheat Protein,하이드롤라이즈드밀단백질,Hydrolyzed Wheat Protein,"피막형성제, 헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4630,Melaleuca Alternifolia Leaf Oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,"산화방지제, 향료",
4631,,,,,
4632,,,,,
4633,Houttuynia Cordata Extract,약모밀추출물,Houttuynia Cordata Extract,피부컨디셔닝제(기타),
4634,,,,,
4635,Isopropyl Alcohol,아이소프로필알코올,Isopropyl Alcohol,"기포방지제, 착향제, 용제, 점도감소제",
4636,PEG-40 Hydrogenated Castor Oil,피이지-40하이드로제네이티드캐스터오일,PEG-40 Hydrogenated Castor Oil,"향료, 계면활성제-유화제, 계면활성제-용해보조제",
4637,Propylene Glycol,프로필렌글라이콜,Propylene Glycol,"착향제, 보습제, 피부보습제, 피부컨디셔닝제, 용제, 점도감소제",
4638,Portulaca Oleracea Extract,쇠비름추출물,Portulaca Oleracea Extract,피부컨디셔닝제(보습제),
4639,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
4640,,,,,
4641,PCA Ethyl Cocoyl Arginate,피씨에이에틸코코일알지네이트,PCA Ethyl Cocoyl Arginate,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4642,Parietaria Officinalis Extract,펠리토리추출물,Parietaria Officinalis Extract,피부컨디셔닝제,
4643,Rosa Canina Fruit Oil,로즈힙열매오일,Rosa Canina Fruit Oil,피부컨디셔닝제(기타),
4644,Nasturtium Officinale Extract,물냉이추출물,Nasturtium Officinale Extract,"향료, 피부컨디셔닝제",
4645,,,,,
4646,Hydrolyzed Collagen,하이드롤라이즈드콜라겐,Hydrolyzed Collagen,"모발컨디셔닝제, 손톱컨디셔닝제, 피부컨디셔닝제",
4647,Rosa Canina Fruit Oil,로즈힙열매오일,Rosa Canina Fruit Oil,피부컨디셔닝제(기타),
4648,Phenoxyethanol,페녹시에탄올,Phenoxyethanol,"착향제, 보존제",
4649,Lactic Acid,락틱애씨드,Lactic Acid,"착향제, 보습제, 피부컨디셔닝제(보습제), 피부컨디셔닝제(기타), pH 조정제",
4650,Lavandula Angustifolia Extract,라벤더추출물,Lavandula Angustifolia (Lavender) Extract,피부컨디셔닝제(기타),
4651,Lauramide DEA,라우라마이드디이에이,Lauramide DEA,"계면활성제(거품촉진제), 점도증가제(수성)",
4652,Persea Gratissima Oil,아보카도오일,Persea Gratissima (Avocado) Oil,피부컨디셔닝제(수분차단제),
4653,,,,,
4654,Niacinamide,나이아신아마이드,Niacinamide,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4655,Pyridoxine HCl,피리독신에이치씨엘,Pyridoxine HCl,"모발컨디셔닝제, 피부컨디셔닝제",
4656,Lavandula Angustifolia Oil,라벤더오일,Lavandula Angustifolia (Lavender) Oil,"착향제, 피부컨디셔닝제(기타)",
4657,Prunus Amygdalus Dulcis Oil,스위트아몬드오일,Prunus Amygdalus Dulcis (Sweet Almond) Oil,"향료, 피부컨디셔닝제, 수분증발차단제",
4658,Propylene Glycol,프로필렌글라이콜,Propylene Glycol,"착향제, 보습제, 피부보습제, 피부컨디셔닝제, 용제, 점도감소제",
4659,Methylchloroisothiazolinone,메칠클로로이소치아졸리논,Methylchloroisothiazolinone,보존제,
4660,,,,,
4661,Lactic Acid,락틱애씨드,Lactic Acid,"착향제, 보습제, 피부컨디셔닝제(보습제), 피부컨디셔닝제(기타), pH 조정제",
4662,Malic Acid,말릭애씨드,Malic Acid,"착향제, pH 조정제",
4663,PEG-60 Hydrogenated Castor Oil,피이지-60하이드로제네이티드캐스터오일,PEG-60 Hydrogenated Castor Oil,"향료, 계면활성제-세정제, 계면활성제-용해보조제",
4664,Lauramine Oxide,라우라민옥사이드,Lauramine Oxide,"착향제, 헤어컨디셔닝제, 계면활성제(세정제), 계면활성제(거품촉진제), 계면활성제(친수제)",
4665,Manganese Sulfate,망가니즈설페이트,Manganese Sulfate,피부컨디셔닝제(기타),
4666,,,,,
4667,Niacinamide,나이아신아마이드,Niacinamide,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4668,polysorbate 80,폴리솔베이트80,Polysorbate 80,"변성제, 착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
4669,Magnesium Aluminum Silicate,마그네슘알루미늄실리케이트,Magnesium Aluminum Silicate,"흡수제, 안티케이킹제, 미끄럼조정제/활택제, 점도증가제(수성)",
4670,Oleic Acid,올레익애씨드,Oleic Acid,"향료, 계면활성제-세정제",
4671,PPG-26-Buteth-26,피피지-26-부테스-26,PPG-26-Buteth-26,"향료, 모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-유화제",
4672,PEG-40 Hydrogenated Castor Oil,피이지-40하이드로제네이티드캐스터오일,PEG-40 Hydrogenated Castor Oil,"향료, 계면활성제-유화제, 계면활성제-용해보조제",
4673,Lecithin,레시틴,Lecithin,"피부컨디셔닝제(기타), 계면활성제(유화제)",
4674,Polyquaternium-37,폴리쿼터늄-37,Polyquaternium-37,"정전기방지제, 피막형성제, 모발고정제",
4675,Lactic Acid,락틱애씨드,Lactic Acid,"착향제, 보습제, 피부컨디셔닝제(보습제), 피부컨디셔닝제(기타), pH 조정제",
4676,Laureth-2,라우레스-2,Laureth-2,계면활성제(유화제),
4677,Potassium Sorbate,포타슘솔베이트,Potassium Sorbate,"착향제, 살균보존제",
4678,,,,,
4679,,,,,
4680,Lysine,라이신,Lysine,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4681,Proline,프롤린,Proline,"향료, 모발컨디셔닝제, 피부컨디셔닝제",
4682,Hypericum Perforatum Extract,서양고추나물추출물,Hypericum Perforatum Extract,피부컨디셔닝제(기타),
4683,,,,,
4684,Lithospermum Erythrorhizon Root Extract,지치뿌리추출물,Lithospermum Erythrorhizon Root Extract,피부컨디셔닝제(기타),
4685,Phellodendron Amurense Bark Extract,황벽나무껍질추출물,Phellodendron Amurense Bark Extract,피부컨디셔닝제(기타),
4686,Natto Gum,낫토검,Natto Gum,점도증가제(수성),
4687,Lauramine Oxide,라우라민옥사이드,Lauramine Oxide,"착향제, 헤어컨디셔닝제, 계면활성제(세정제), 계면활성제(거품촉진제), 계면활성제(친수제)",
4688,Potassium Cocoyl Glycinate,포타슘코코일글리시네이트,Potassium Cocoyl Glycinate,"모발컨디셔닝제, 계면활성제-세정제",
4689,Lavandula Angustifolia Oil,라벤더오일,Lavandula Angustifolia (Lavender) Oil,"착향제, 피부컨디셔닝제(기타)",
4690,,,,,
4691,Mentha Piperita Oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,"향료, 피부컨디셔닝제",
4692,Petrolatum,페트롤라툼,Petrolatum,"모발컨디셔닝제, 수분증발차단제, 피부보호제",
4693,Lanolin,라놀린,Lanolin,"유화안정제, 헤어컨디셔닝제, 피부보호제, 피부컨디셔닝제(유연제), 계면활성제(유화제)",
4694,,,,,
4695,Kunzea Ericoides Leaf Oil,화이트티트리잎오일,Kunzea Ericoides Leaf Oil,착향제,
4696,Potassium Cocoyl Glycinate,포타슘코코일글리시네이트,Potassium Cocoyl Glycinate,"모발컨디셔닝제, 계면활성제-세정제",
4697,,,,,
4698,,,,,
4699,Macadamia Ternifolia Seed Oil,마카다미아씨오일,Macadamia Ternifolia Seed Oil,피부컨디셔닝제(수분차단제),
4700,Simmondsia Chinensis Seed Oil,호호바씨오일,Simmondsia Chinensis (Jojoba) Seed Oil,"헤어컨디셔닝제, 피부컨디셔닝제(수분차단제)",
4701,Histidine HCl,히스티딘에이치씨엘,Histidine HCl,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4702,Phenylalanine,페닐알라닌,Phenylalanine,"향료, 모발컨디셔닝제, 피부컨디셔닝제",
4703,Leucine,류신,Leucine,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4704,Threonine,트레오닌,Threonine,"향료, 모발컨디셔닝제, 피부컨디셔닝제",
4705,Isoleucine,아이소류신,Isoleucine,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4706,Tryptophan,트립토판,Tryptophan,"향료, 모발컨디셔닝제",
4707,Valine,발린,Valine,"향료, 모발컨디셔닝제, 피부컨디셔닝제",
4708,Isopropyl Palmitate,아이소프로필팔미테이트,Isopropyl Palmitate,"결합제, 착향제, 피부컨디셔닝제(유연제)",
4709,Hydrogenated Polydecene,하이드로제네이티드폴리데센,Hydrogenated Polydecene,"향료, 모발컨디셔닝제, 피부유연화제, 피부컨디셔닝제, 용제",
4710,PEG-150 Distearate,피이지-150다이스테아레이트,PEG-150 Distearate,"계면활성제(세정제), 계면활성제(용해보조제)",
4711,Prunus Amygdalus Dulcis Oil,스위트아몬드오일,Prunus Amygdalus Dulcis (Sweet Almond) Oil,"향료, 피부컨디셔닝제, 수분증발차단제",
4712,,,,,
4713,PEG-40 Castor Oil,피이지-40캐스터오일,PEG-40 Castor Oil,"계면활성제-세정제, 계면활성제-용해보조제",
4714,Mangifera Indica Fruit Extract,망고추출물,Mangifera Indica (Mango) Fruit Extract,피부컨디셔닝제(기타),
4715,,,,,
4716,Lavandula Angustifolia Oil,라벤더오일,Lavandula Angustifolia (Lavender) Oil,"착향제, 피부컨디셔닝제(기타)",
4717,Humulus Lupulus Extract,호프추출물,Humulus Lupulus (Hops) Extract,"착향제, 피부컨디셔닝제(기타)",
4718,,,,,
4719,Water,정제수,Water,"피부컨디셔닝제, 용제",
4720,Propylene Glycol,프로필렌글라이콜,Propylene Glycol,"착향제, 보습제, 피부보습제, 피부컨디셔닝제, 용제, 점도감소제",
4721,Origanum Majorana Leaf Extract,마조람잎추출물,Origanum Majorana Leaf Extract,"착향제, 피부컨디셔닝제(기타)",
4722,,,,,
4723,Colloidal Oatmeal,콜로이달오트밀,Colloidal Oatmeal,"스크럽제, 흡수제, 벌킹제, 피부보호제",
4724,,,,,
4725,Laureth-7,라우레스-7,Laureth-7,계면활성제(유화제),
4726,Pentylene Glycol,펜틸렌글라이콜,Pentylene Glycol,"피부컨디셔닝제, 용제",
4727,Polyacrylamide,폴리아크릴아마이드,Polyacrylamide,"결합제, 피막형성제, 모발고정제",
4728,Potassium Chloride,포타슘클로라이드,Potassium Chloride,점증제-수용성,
4729,,,,,
4730,,,,,
4731,,,,,
4732,,,,,
4733,Dipotassium Glycyrrhizate,다이포타슘글리시리제이트,Dipotassium Glycyrrhizate,"감미제, 피부컨디셔닝제(기타)",
4734,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
4735,,,,,
4736,,,,,
4737,,,,,
4738,Sea Salt,씨솔트,Sea Salt,"스크럽제, 피부보습제, 피부컨디셔닝제",
4739,Polyquaternium-44,폴리쿼터늄-44,Polyquaternium-44,"정전기방지제, 피막형성제, 모발고정제",
4740,Laureth-10,라우레스-10,Laureth-10,계면활성제(유화제),
4741,PEG-15 Cocopolyamine,피이지-15코코폴리아민,PEG-15 Cocopolyamine,"정전기방지제, 계면활성제-유화제",
4742,,,,,
4743,,,,,
4744,Larrea Divaricata Extract,채퍼랠추출물,Larrea Divaricata Extract,피부컨디셔닝제(기타),
4745,,,,,
4746,Mentha Piperita Oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,"향료, 피부컨디셔닝제",
4747,Niacin,나이아신,Niacin,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4748,Riboflavin,리보플라빈,Riboflavin,"피부컨디셔닝제(기타), 착색제",
4749,,,,,
4750,Water,정제수,Water,"피부컨디셔닝제, 용제",
4751,Water,정제수,Water,"피부컨디셔닝제, 용제",
4752,Lavandula Angustifolia Extract,라벤더추출물,Lavandula Angustifolia (Lavender) Extract,피부컨디셔닝제(기타),
4753,,,,,
4754,,,,,
4755,Hydrolyzed Collagen,하이드롤라이즈드콜라겐,Hydrolyzed Collagen,"모발컨디셔닝제, 손톱컨디셔닝제, 피부컨디셔닝제",
4756,Cocos Nucifera Fruit Extract,코코넛야자열매추출물,Cocos Nucifera (Coconut) Fruit Extract,피부컨디셔닝제(기타),
4757,,,,,
4758,,,,,
4759,,,,,
4760,Polysorbate 20,폴리솔베이트20,Polysorbate 20,"착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
4761,Macadamia Ternifolia Seed Oil,마카다미아씨오일,Macadamia Ternifolia Seed Oil,피부컨디셔닝제(수분차단제),
4762,Lactoperoxidase,락토퍼옥시다아제,Lactoperoxidase,피부컨디셔닝제(기타),
4763,Avena Sativa Meal Extract,귀리가루추출물,Avena Sativa (Oat) Meal Extract,피부컨디셔닝제(기타),
4764,Polysorbate 20,폴리솔베이트20,Polysorbate 20,"착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
4765,Linum Usitatissimum Seed Oil,아마씨오일,Linum Usitatissimum (Linseed) Seed Oil,"착향제, 피부컨디셔닝제(기타), 피부컨디셔닝제(수분차단제)",
4766,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
4767,,,,,
4768,,,,,
4769,Methionine,메티오닌,Methionine,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4770,Protease,프로테아제,Protease,"용해제, 피부컨디셔닝제",
4771,Carnitine,카르니틴,Carnitine,"정전기방지제, 모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제, 계면활성제-거품형성제, 점증제-수용성",
4772,Lauramidopropyl Betaine,라우라미도프로필베타인,Lauramidopropyl Betaine,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제), 계면활성제(거품촉진제), 점도증가제(수성)",
4773,Lauramidopropyl Betaine,라우라미도프로필베타인,Lauramidopropyl Betaine,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제), 계면활성제(거품촉진제), 점도증가제(수성)",
4774,PEG-40 Hydrogenated Castor oil,피이지-40하이드로제네이티드캐스터오일,PEG-40 Hydrogenated Castor Oil,"향료, 계면활성제-유화제, 계면활성제-용해보조제",
4775,Polyaminopropyl Biguanide,폴리아미노프로필바이구아나이드,Polyaminopropyl Biguanide,살균보존제,
4776,,,,,
4777,Kaolin,카올린,Kaolin,"스크럽제, 흡수제, 안티케이킹제, 벌킹제, 불투명화제, 피부보호제, 미끄럼개선제",
4778,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
4779,Piroctone Olamine,피록톤올아민,Piroctone Olamine,살균보존제,
4780,Mentha Piperita Oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,"향료, 피부컨디셔닝제",
4781,,,,,
4782,Tocopherol,토코페롤,Tocopherol,"산화방지제, 착향제, 피부컨디셔닝제, 수분증발차단제",
4783,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
4784,Mentha Piperita Oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,"향료, 피부컨디셔닝제",
4785,Hydrogen Peroxide,하이드로젠퍼옥사이드,Hydrogen Peroxide,산화제,
4786,,,,,
4787,Arginine HCl,알지닌에이치씨엘,Arginine HCl,피부컨디셔닝제,
4788,Aspartic Acid,아스파틱애씨드,Aspartic Acid,"향료, 모발컨디셔닝제, 피부컨디셔닝제",
4789,Tryptophan,트립토판,Tryptophan,"향료, 모발컨디셔닝제",
4790,,,,,
4791,,,,,
4792,,,,,
4793,Polyquaternium-64,폴리쿼터늄-64,Polyquaternium-64,"모발컨디셔닝제, 보습제",
4794,,,,,
4795,Isopropyl Myristate,아이소프로필미리스테이트,Isopropyl Myristate,"결합제, 착향제, 피부컨디셔닝제(유연제)",
4796,Larrea Divaricata Extract,채퍼랠추출물,Larrea Divaricata Extract,피부컨디셔닝제(기타),
4797,,,,,
4798,,,,,
4799,Oenothera Biennis Oil,달맞이꽃오일,Oenothera Biennis (Evening Primrose) Oil,피부컨디셔닝제,
4800,,,,,
4801,CI 77019/Mica,마이카,Mica,"착색제, 불투명화제",
4802,Magnesium Stearate,마그네슘스테아레이트,Magnesium Stearate,"안티케이킹제, 벌킹제(증량제), 점도증가제(비수성)",
4803,,,,,
4804,Isopropyl Myristate,아이소프로필미리스테이트,Isopropyl Myristate,"결합제, 착향제, 피부컨디셔닝제(유연제)",
4805,,,,,
4806,,,,,
4807,,,,,
4808,,,,,
4809,Iodopropynyl Butylcarbamate,아이오도프로피닐부틸카바메이트,Iodopropynyl Butylcarbamate,보존제,
4810,,,,,
4811,,,,,
4812,,,,,
4813,Hydroxypropyltrimonium Honey,하이드록시프로필트라이모늄허니,Hydroxypropyltrimonium Honey,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4814,Phospholipids,포스포리피드,Phospholipids,피부컨디셔닝제,
4815,,,,,
4816,Hydrolyzed Glycosaminoglycans,하이드롤라이즈드글라이코사미노글리칸,Hydrolyzed Glycosaminoglycans,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4817,Laureth-4,라우레스-4,Laureth-4,계면활성제(유화제),
4818,,,,,
4819,,,,,
4820,Isopropyl Myristate,아이소프로필미리스테이트,Isopropyl Myristate,"결합제, 착향제, 피부컨디셔닝제(유연제)",
4821,,,,,
4822,Phenylalanine,페닐알라닌,Phenylalanine,"향료, 모발컨디셔닝제, 피부컨디셔닝제",
4823,Histidine,히스티딘,Histidine,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4824,,,,,
4825,Hydrolyzed Soy Protein,하이드롤라이즈드콩단백질,Hydrolyzed Soy Protein,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4826,,,,,
4827,,,,,
4828,,,,,
